Participant,Set,X115001,X115002,X115003,X115004,X115005,X115006,X115007,X115008,X115009,X115010,X115011,X115012,X115013,X115014,X115015,X115016,X115017,X115018,X115019,X115020,Set_size,Group
seoc,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,P31M
seoc,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,P31M
seoc,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,P31M
seoc,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,P31M
seoc,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,P31M
seoc,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,P31M
seoc,28,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,P31M
sapa,29,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,7,P31M
sapa,30,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,13,P31M
male,31,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,6,P31M
male,32,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,7,P31M
male,33,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,7,P31M
anko,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,P31M
anko,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,P31M
anko,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,P31M
anko,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,P31M
anko,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,P31M
anko,39,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,7,P31M
jawa,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,P31M
jawa,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,P31M
jawa,42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,P31M
jawa,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,P31M
jawa,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,P31M
jawa,45,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,P31M
jawa,46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,P31M
jawa,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,P31M
jawa,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,P31M
toal,49,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,7,P31M
toal,50,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,13,P31M
daha,51,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,6,P31M
daha,52,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,6,P31M
daha,53,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,8,P31M
8000,54,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,13,P31M
8000,55,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,P31M
8000,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,P31M
8000,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,P31M
8001,58,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,P31M
8001,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,P31M
8001,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,P31M
8001,61,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,P31M
8001,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,P31M
8001,63,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,P31M
8001,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,P31M
8002,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,5,P31M
8002,66,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,P31M
8002,67,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,6,P31M
8002,68,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,P31M
8003,69,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,14,P31M
8003,70,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,6,P31M
8004,71,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5,P31M
8004,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,P31M
8004,73,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,9,P31M
8004,74,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,P31M
8005,75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,P31M
8005,76,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,4,P31M
8005,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,P31M
8005,78,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,P31M
8005,79,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,6,P31M
8006,80,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,7,P31M
8006,81,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,7,P31M
8006,82,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,6,P31M
8007,83,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,8,P31M
8007,84,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,7,P31M
8007,85,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,P31M
8008,86,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,8,P31M
8008,87,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,7,P31M
8008,88,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,P31M
8009,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,P31M
8009,90,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,9,P31M
8009,91,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,8,P31M
8010,92,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,6,P31M
8010,93,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,P31M
8010,94,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,6,P31M
8010,95,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,P31M
8011,96,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,P31M
8011,97,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,P31M
8011,98,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,6,P31M
8011,99,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,8,P31M
8012,100,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,8,P31M
8012,101,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,6,P31M
8012,102,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,6,P31M
8013,103,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,8,P31M
8013,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,P31M
8013,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,P31M
8013,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,P31M
8013,107,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,P31M
8013,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P31M
8013,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,P31M
8014,110,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,P31M
8014,111,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,P31M
8014,112,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,P31M
8014,113,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,P31M
8014,114,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,P31M
8015,118,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,9,P31M
8015,119,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,11,P31M
8016,115,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,7,P31M
8016,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,P31M
8016,117,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,10,P31M
8017,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,P31M
8017,121,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,6,P31M
8017,122,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,P31M
8017,123,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,8,P31M
8018,124,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,P31M
8018,125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,P31M
8018,126,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,P31M
8018,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,P31M
8018,128,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,P31M
8018,129,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,P31M
8019,130,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,P31M
8019,131,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,P31M
8019,132,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,P31M
8019,133,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,P31M
8019,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,P31M
8019,135,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,P31M
8019,136,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,P31M
8020,137,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,P31M
8020,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,P31M
8020,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,P31M
8020,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,P31M
8020,141,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,P31M
8020,142,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,P31M
8020,143,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,P31M
8020,144,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,P31M
8021,145,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,8,P31M
8021,146,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,7,P31M
8021,147,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,P31M
